Bits,InputPower,OutputPower,DelayBit,OutputPowerWithoutDelay,FiberLength,
26.125,9.99E-07,5.38E-09,,2.45E-08,100,
26.140625,9.99E-07,1.21E-08,,3.09E-08,100,
26.15625,9.99E-07,1.68E-08,,3.65E-08,100,
26.171875,9.99E-07,2.26E-08,,3.67E-08,100,
26.1875,9.99E-07,1.12E-08,,2.55E-08,100,
26.203125,9.99E-07,4.18E-09,,1.53E-08,100,
26.21875,9.99E-07,4.14E-09,,1.03E-08,100,
26.234375,9.99E-07,1.07E-08,,1.89E-08,100,
26.25,9.99E-07,1.74E-08,,3.75E-08,100,
26.265625,9.99E-07,2.33E-08,,5.19E-08,100,
26.28125,9.99E-07,1.02E-08,,6.95E-08,100,
26.296875,9.99E-07,2.47E-09,,9.44E-08,100,
26.3125,9.99E-07,7.42E-09,,1.19E-07,100,
26.328125,9.99E-07,2.00E-08,,1.56E-07,100,
26.34375,9.99E-07,1.76E-08,,1.62E-07,100,
26.359375,9.99E-07,6.52E-09,,1.27E-07,100,
26.375,9.99E-07,5.83E-09,,7.40E-08,100,
26.390625,9.99E-07,1.44E-08,,2.53E-08,100,
26.40625,9.99E-07,1.68E-08,,4.94E-09,100,
26.421875,9.99E-07,8.65E-09,,5.05E-10,100,
26.4375,9.99E-07,4.76E-09,,9.55E-11,100,
26.453125,9.99E-07,9.55E-09,,2.68E-10,100,
26.46875,9.99E-07,1.51E-08,,1.21E-09,100,
26.484375,9.99E-07,1.75E-08,,8.16E-09,100,
26.5,9.99E-07,8.67E-09,,3.00E-08,100,
26.515625,9.99E-07,6.51E-09,,6.08E-08,100,
26.53125,9.99E-07,5.62E-09,,8.12E-08,100,
26.546875,9.99E-07,1.12E-08,,8.10E-08,100,
26.5625,9.99E-07,1.30E-08,,9.73E-08,100,
26.578125,9.99E-07,1.74E-08,,1.15E-07,100,
26.59375,9.99E-07,9.26E-09,,1.44E-07,100,
26.609375,9.99E-07,6.50E-09,,1.42E-07,100,
26.625,9.99E-07,5.16E-09,,1.20E-07,100,
26.640625,9.99E-07,1.21E-08,,9.76E-08,100,
26.65625,9.99E-07,1.50E-08,,6.12E-08,100,
26.671875,9.99E-07,1.55E-08,,4.28E-08,100,
26.6875,9.99E-07,1.01E-08,,2.88E-08,100,
26.703125,9.99E-07,8.90E-09,,2.68E-08,100,
26.71875,9.99E-07,6.00E-09,,3.07E-08,100,
26.734375,9.99E-07,7.86E-09,,3.18E-08,100,
26.75,9.99E-07,1.61E-08,,2.99E-08,100,
26.765625,9.99E-07,1.52E-08,,1.68E-08,100,
26.78125,9.99E-07,1.33E-08,,5.85E-09,100,
26.796875,9.99E-07,1.26E-08,,3.43E-09,100,
26.8125,9.99E-07,3.22E-09,,1.42E-08,100,
26.828125,9.99E-07,6.27E-09,,3.64E-08,100,
26.84375,9.99E-07,2.35E-08,,4.71E-08,100,
26.859375,9.99E-07,3.05E-08,,4.50E-08,100,
26.875,9.99E-07,1.01E-08,,4.03E-08,100,
26.890625,9.99E-07,3.26E-09,,7.27E-08,100,
26.90625,9.99E-07,8.23E-09,,9.36E-08,100,
26.921875,9.99E-07,1.56E-08,,7.97E-08,100,
26.9375,9.99E-07,1.69E-08,,6.36E-08,100,
26.953125,9.99E-07,1.23E-08,,7.11E-08,100,
26.96875,9.99E-07,1.07E-08,,6.96E-08,100,
26.984375,9.99E-07,1.10E-08,,4.99E-08,100,
27,9.99E-07,8.40E-09,,3.66E-08,100,
27.015625,9.99E-07,6.69E-09,,1.91E-08,100,
27.03125,9.99E-07,1.71E-08,,2.01E-08,100,
27.046875,9.99E-07,2.44E-08,,2.41E-08,100,
27.0625,9.99E-07,1.16E-08,,2.38E-08,100,
27.078125,9.99E-07,4.40E-09,,2.97E-08,100,
27.09375,9.99E-07,7.56E-09,,3.25E-08,100,
27.109375,9.99E-07,2.31E-08,,3.80E-08,100,
27.125,9.99E-07,1.73E-08,,3.72E-08,100,
27.140625,9.99E-07,8.41E-09,,2.30E-08,100,
27.15625,9.99E-07,6.57E-09,,3.60E-08,100,
27.171875,9.99E-07,1.56E-08,,6.30E-08,100,
27.1875,9.99E-07,1.62E-08,,9.52E-08,100,
27.203125,9.99E-07,9.01E-09,,1.19E-07,100,
27.21875,9.99E-07,7.37E-09,,1.32E-07,100,
27.234375,9.99E-07,9.81E-09,,1.04E-07,100,
27.25,9.99E-07,2.14E-08,,6.96E-08,100,
27.265625,9.99E-07,2.03E-08,,5.84E-08,100,
27.28125,9.99E-07,6.82E-09,,3.07E-08,100,
27.296875,9.99E-07,3.92E-09,,1.10E-08,100,
27.3125,9.99E-07,1.76E-08,,1.26E-08,100,
27.328125,9.99E-07,2.14E-08,,2.31E-08,100,
27.34375,9.99E-07,1.55E-08,,2.61E-08,100,
27.359375,9.99E-07,9.70E-09,,2.01E-08,100,
27.375,9.99E-07,3.47E-09,,1.06E-08,100,
27.390625,9.99E-07,1.02E-08,,5.20E-09,100,
27.40625,9.99E-07,1.86E-08,,8.00E-09,100,
27.421875,9.99E-07,2.05E-08,,1.66E-08,100,
27.4375,9.99E-07,1.27E-08,,2.28E-08,100,
27.453125,9.99E-07,5.03E-09,,2.52E-08,100,
27.46875,9.99E-07,6.45E-09,,2.59E-08,100,
27.484375,9.99E-07,1.22E-08,,1.95E-08,100,
27.5,9.99E-07,1.87E-08,,2.79E-08,100,
27.515625,9.99E-07,1.60E-08,,3.24E-08,100,
27.53125,9.99E-07,1.06E-08,,3.10E-08,100,
27.546875,9.99E-07,5.43E-09,,3.31E-08,100,
27.5625,9.99E-07,6.99E-09,,2.84E-08,100,
27.578125,9.99E-07,1.60E-08,,3.30E-08,100,
27.59375,9.99E-07,1.73E-08,,5.16E-08,100,
27.609375,9.99E-07,1.81E-08,,6.45E-08,100,
27.625,9.99E-07,7.20E-09,,7.07E-08,100,
27.640625,9.99E-07,3.51E-09,,1.06E-07,100,
27.65625,9.99E-07,1.50E-08,,1.44E-07,100,
27.671875,9.99E-07,2.64E-08,,1.83E-07,100,
27.6875,9.99E-07,1.45E-08,,2.31E-07,100,
27.703125,9.99E-07,2.92E-09,,2.76E-07,100,
27.71875,9.99E-07,9.30E-09,,2.89E-07,100,
27.734375,9.99E-07,1.89E-08,,2.36E-07,100,
27.75,9.99E-07,1.11E-08,,1.49E-07,100,
27.765625,9.99E-07,6.42E-09,,7.99E-08,100,
27.78125,9.99E-07,1.05E-08,,4.93E-08,100,
27.796875,9.99E-07,1.20E-08,,4.63E-08,100,
27.8125,9.99E-07,1.24E-08,,5.06E-08,100,
27.828125,9.99E-07,8.67E-09,,5.54E-08,100,
27.84375,9.99E-07,6.07E-09,,6.53E-08,100,
27.859375,9.99E-07,1.12E-08,,8.61E-08,100,
27.875,9.99E-07,1.42E-08,,8.91E-08,100,
27.890625,9.99E-07,1.16E-08,,7.54E-08,100,
27.90625,9.99E-07,7.44E-09,,6.13E-08,100,
27.921875,9.99E-07,5.46E-09,,6.18E-08,100,
27.9375,9.99E-07,9.49E-09,,9.33E-08,100,
27.953125,9.99E-07,1.19E-08,,1.40E-07,100,
27.96875,9.99E-07,1.48E-08,,1.78E-07,100,
27.984375,9.99E-07,7.75E-09,,2.02E-07,100,
28,9.99E-07,5.82E-09,,2.30E-07,100,
28.015625,9.99E-07,5.39E-09,,2.38E-07,100,
28.03125,9.99E-07,1.39E-08,,2.21E-07,100,
28.046875,9.99E-07,1.41E-08,,2.21E-07,100,
28.0625,9.99E-07,8.04E-09,,2.57E-07,100,
28.078125,9.99E-07,6.64E-09,,2.49E-07,100,
28.09375,9.99E-07,6.72E-09,,1.70E-07,100,
28.109375,9.99E-07,9.09E-09,,7.82E-08,100,
28.125,9.99E-07,1.04E-08,,2.95E-08,100,
28.140625,9.99E-07,1.07E-08,,2.97E-08,100,
28.15625,9.99E-07,1.12E-08,,3.58E-08,100,
28.171875,9.99E-07,8.85E-09,,6.73E-08,100,
28.1875,9.99E-07,2.42E-09,,8.32E-08,100,
28.203125,9.99E-07,1.15E-08,,6.82E-08,100,
28.21875,9.99E-07,2.00E-08,,5.34E-08,100,
28.234375,9.99E-07,1.28E-08,,5.37E-08,100,
28.25,9.99E-07,3.35E-09,,9.03E-08,100,
28.265625,9.99E-07,6.06E-09,,9.66E-08,100,
28.28125,9.99E-07,1.15E-08,,6.79E-08,100,
28.296875,9.99E-07,1.35E-08,,5.02E-08,100,
28.3125,9.99E-07,8.38E-09,,4.34E-08,100,
28.328125,9.99E-07,7.74E-09,,4.90E-08,100,
28.34375,9.99E-07,8.02E-09,,4.55E-08,100,
28.359375,9.99E-07,7.27E-09,,3.84E-08,100,
28.375,9.99E-07,5.74E-09,,3.33E-08,100,
28.390625,9.99E-07,1.40E-08,,3.59E-08,100,
28.40625,9.99E-07,1.45E-08,,6.56E-08,100,
28.421875,9.99E-07,5.98E-09,,8.54E-08,100,
28.4375,9.99E-07,3.68E-09,,1.08E-07,100,
28.453125,9.99E-07,1.19E-08,,1.33E-07,100,
28.46875,9.99E-07,1.55E-08,,1.31E-07,100,
28.484375,9.99E-07,1.09E-08,,1.12E-07,100,
28.5,9.99E-07,2.84E-09,,9.34E-08,100,
28.515625,9.99E-07,1.28E-08,,1.12E-07,100,
28.53125,9.99E-07,1.67E-08,,1.75E-07,100,
28.546875,9.99E-07,6.69E-09,,2.36E-07,100,
28.5625,9.99E-07,5.66E-09,,2.45E-07,100,
28.578125,9.99E-07,1.03E-08,,2.34E-07,100,
28.59375,9.99E-07,1.64E-08,,1.84E-07,100,
28.609375,9.99E-07,1.21E-08,,1.21E-07,100,
28.625,9.99E-07,5.46E-09,,1.04E-07,100,
28.640625,9.99E-07,5.04E-09,,6.92E-08,100,
28.65625,9.99E-07,2.09E-08,,2.83E-08,100,
28.671875,9.99E-07,1.95E-08,,2.29E-08,100,
28.6875,9.99E-07,6.49E-09,,4.49E-08,100,
28.703125,9.99E-07,5.89E-09,,6.56E-08,100,
28.71875,9.99E-07,8.69E-09,,6.45E-08,100,
28.734375,9.99E-07,1.46E-08,,5.70E-08,100,
28.75,9.99E-07,2.05E-08,,3.77E-08,100,
28.765625,9.99E-07,8.80E-09,,1.25E-08,100,
28.78125,9.99E-07,3.93E-09,,9.56E-10,100,
28.796875,9.99E-07,9.97E-09,,6.47E-10,100,
28.8125,9.99E-07,1.69E-08,,3.74E-09,100,
28.828125,9.99E-07,1.48E-08,,1.47E-08,100,
28.84375,9.99E-07,1.02E-08,,2.07E-08,100,
28.859375,9.99E-07,4.93E-09,,2.79E-08,100,
28.875,9.99E-07,8.70E-09,,4.31E-08,100,
28.890625,9.99E-07,1.63E-08,,7.39E-08,100,
28.90625,9.99E-07,1.64E-08,,1.20E-07,100,
28.921875,9.99E-07,8.94E-09,,1.75E-07,100,
28.9375,9.99E-07,6.73E-09,,2.04E-07,100,
28.953125,9.99E-07,7.96E-09,,1.73E-07,100,
28.96875,9.99E-07,1.28E-08,,1.56E-07,100,
28.984375,9.99E-07,1.72E-08,,1.51E-07,100,
29,9.99E-07,1.21E-08,,1.49E-07,100,
29.015625,9.99E-07,5.68E-09,,1.77E-07,100,
29.03125,9.99E-07,9.45E-09,,1.89E-07,100,
29.046875,9.99E-07,1.56E-08,,2.35E-07,100,
29.0625,9.99E-07,1.35E-08,,3.02E-07,100,
29.078125,9.99E-07,6.62E-09,,3.13E-07,100,
29.09375,9.99E-07,1.06E-08,,2.94E-07,100,
29.109375,9.99E-07,1.70E-08,,2.43E-07,100,
29.125,9.99E-07,9.49E-09,,1.81E-07,100,
29.140625,9.99E-07,6.01E-09,,1.42E-07,100,
29.15625,9.99E-07,1.39E-08,,1.27E-07,100,
29.171875,9.99E-07,1.54E-08,,1.40E-07,100,
29.1875,9.99E-07,1.19E-08,,1.71E-07,100,
29.203125,9.99E-07,6.94E-09,,2.46E-07,100,
29.21875,9.99E-07,7.91E-09,,3.76E-07,100,
29.234375,9.99E-07,1.77E-08,,4.58E-07,100,
29.25,9.99E-07,1.45E-08,,4.52E-07,100,
29.265625,9.99E-07,8.94E-09,,4.25E-07,100,
29.28125,9.99E-07,8.38E-09,,4.50E-07,100,
29.296875,9.99E-07,9.56E-09,,5.24E-07,100,
29.3125,9.99E-07,1.33E-08,,6.22E-07,100,
29.328125,9.99E-07,1.63E-08,,6.68E-07,100,
29.34375,9.99E-07,1.14E-08,,6.96E-07,100,
29.359375,9.99E-07,6.24E-09,,6.60E-07,100,
29.375,9.99E-07,8.43E-09,,5.94E-07,100,
29.390625,9.99E-07,1.49E-08,,5.65E-07,100,
29.40625,9.99E-07,1.64E-08,,5.33E-07,100,
29.421875,9.99E-07,1.12E-08,,5.54E-07,100,
29.4375,9.99E-07,7.03E-09,,5.00E-07,100,
29.453125,9.99E-07,7.98E-09,,3.31E-07,100,
29.46875,9.99E-07,1.07E-08,,1.72E-07,100,
29.484375,9.99E-07,1.92E-08,,1.15E-07,100,
29.5,9.99E-07,1.23E-08,,9.25E-08,100,
29.515625,9.99E-07,7.01E-09,,1.20E-07,100,
29.53125,9.99E-07,7.68E-09,,1.81E-07,100,
29.546875,9.99E-07,9.85E-09,,2.28E-07,100,
29.5625,9.99E-07,1.85E-08,,2.05E-07,100,
29.578125,9.99E-07,1.41E-08,,1.67E-07,100,
29.59375,9.99E-07,4.86E-09,,1.97E-07,100,
29.609375,9.99E-07,6.95E-09,,2.71E-07,100,
29.625,9.99E-07,1.93E-08,,2.96E-07,100,
29.640625,9.99E-07,1.71E-08,,2.79E-07,100,
29.65625,9.99E-07,6.42E-09,,2.75E-07,100,
29.671875,9.99E-07,7.75E-09,,2.71E-07,100,
29.6875,9.99E-07,1.24E-08,,2.95E-07,100,
29.703125,9.99E-07,1.03E-08,,2.84E-07,100,
29.71875,9.99E-07,1.16E-08,,2.43E-07,100,
29.734375,9.99E-07,1.32E-08,,1.96E-07,100,
29.75,9.99E-07,1.04E-08,,2.16E-07,100,
29.765625,9.99E-07,5.24E-09,,2.72E-07,100,
29.78125,9.99E-07,1.18E-08,,2.91E-07,100,
29.796875,9.99E-07,1.61E-08,,3.14E-07,100,
29.8125,9.99E-07,1.28E-08,,3.30E-07,100,
29.828125,9.99E-07,4.82E-09,,2.67E-07,100,
29.84375,9.99E-07,1.03E-08,,2.03E-07,100,
29.859375,9.99E-07,1.72E-08,,1.74E-07,100,
29.875,9.99E-07,1.08E-08,,1.94E-07,100,
29.890625,9.99E-07,6.48E-09,,2.78E-07,100,
29.90625,9.99E-07,1.17E-08,,3.38E-07,100,
29.921875,9.99E-07,1.38E-08,,4.05E-07,100,
29.9375,9.99E-07,9.42E-09,,3.81E-07,100,
29.953125,9.99E-07,7.55E-09,,3.04E-07,100,
29.96875,9.99E-07,1.30E-08,,2.36E-07,100,
29.984375,9.99E-07,1.65E-08,,2.15E-07,100,
30,9.99E-07,8.06E-09,,1.76E-07,100,
30.015625,9.99E-07,4.72E-09,,1.18E-07,100,
30.03125,9.99E-07,1.36E-08,,1.07E-07,100,
30.046875,9.99E-07,1.94E-08,,1.16E-07,100,
30.0625,9.99E-07,9.48E-09,,1.80E-07,100,
30.078125,9.99E-07,5.16E-09,,2.24E-07,100,
30.09375,9.99E-07,7.17E-09,,2.42E-07,100,
30.109375,9.99E-07,1.62E-08,,2.59E-07,100,
30.125,9.99E-07,1.90E-08,,2.10E-07,100,
30.140625,9.99E-07,5.65E-09,,1.24E-07,100,
30.15625,9.99E-07,6.90E-09,,1.05E-07,100,
30.171875,9.99E-07,9.77E-09,,6.76E-08,100,
30.1875,9.99E-07,1.50E-08,,4.76E-08,100,
30.203125,9.99E-07,1.39E-08,,3.95E-08,100,
30.21875,9.99E-07,6.13E-09,,2.96E-08,100,
30.234375,9.99E-07,5.55E-09,,1.56E-08,100,
30.25,9.99E-07,1.34E-08,,4.64E-09,100,
30.265625,9.99E-07,1.73E-08,,1.77E-08,100,
30.28125,9.99E-07,9.12E-09,,9.38E-08,100,
30.296875,9.99E-07,6.16E-09,,2.22E-07,100,
30.3125,9.99E-07,6.93E-09,,3.57E-07,100,
30.328125,9.99E-07,1.30E-08,,4.42E-07,100,
30.34375,9.99E-07,1.57E-08,,5.21E-07,100,
30.359375,9.99E-07,8.13E-09,,6.35E-07,100,
30.375,9.99E-07,5.78E-09,,7.82E-07,100,
30.390625,9.99E-07,1.02E-08,,9.12E-07,100,
30.40625,9.99E-07,1.87E-08,,1.13E-06,100,
30.421875,9.99E-07,9.48E-09,,1.45E-06,100,
30.4375,9.99E-07,5.08E-09,,1.65E-06,100,
30.453125,9.99E-07,1.23E-08,,1.69E-06,100,
30.46875,9.99E-07,1.48E-08,,1.50E-06,100,
30.484375,9.99E-07,7.38E-09,,1.37E-06,100,
30.5,9.99E-07,8.79E-09,,1.26E-06,100,
30.515625,9.99E-07,1.24E-08,,1.27E-06,100,
30.53125,9.99E-07,9.60E-09,,1.34E-06,100,
30.546875,9.99E-07,8.38E-09,,1.42E-06,100,
30.5625,9.99E-07,7.27E-09,,1.72E-06,100,
30.578125,9.99E-07,1.24E-08,,2.05E-06,100,
30.59375,9.99E-07,1.44E-08,,2.32E-06,100,
30.609375,9.99E-07,7.21E-09,,2.39E-06,100,
30.625,9.99E-07,8.70E-09,,2.33E-06,100,
30.640625,9.99E-07,9.30E-09,,2.45E-06,100,
30.65625,9.99E-07,1.31E-08,,2.77E-06,100,
30.671875,9.99E-07,1.09E-08,,3.09E-06,100,
30.6875,9.99E-07,7.67E-09,,3.49E-06,100,
30.703125,9.99E-07,7.71E-09,,3.69E-06,100,
30.71875,9.99E-07,1.37E-08,,3.80E-06,100,
30.734375,9.99E-07,1.13E-08,,3.83E-06,100,
30.75,9.99E-07,1.04E-08,,3.84E-06,100,
30.765625,9.99E-07,6.11E-09,,3.94E-06,100,
30.78125,9.99E-07,9.82E-09,,4.21E-06,100,
30.796875,9.99E-07,1.32E-08,,4.23E-06,100,
30.8125,9.99E-07,1.11E-08,,3.81E-06,100,
30.828125,9.99E-07,1.15E-08,,3.25E-06,100,
30.84375,9.99E-07,6.57E-09,,2.85E-06,100,
30.859375,9.99E-07,1.11E-08,,2.70E-06,100,
30.875,9.99E-07,1.16E-08,,2.66E-06,100,
30.890625,9.99E-07,1.33E-08,,2.91E-06,100,
30.90625,9.99E-07,9.67E-09,,3.33E-06,100,
30.921875,9.99E-07,5.77E-09,,3.53E-06,100,
30.9375,9.99E-07,1.21E-08,,3.39E-06,100,
30.953125,9.99E-07,2.07E-08,,3.38E-06,100,
30.96875,9.99E-07,9.72E-09,,3.76E-06,100,
30.984375,9.99E-07,4.50E-09,,4.22E-06,100,
31,9.99E-07,1.26E-08,,4.39E-06,100,
31.015625,5.07E-05,1.35E-08,,4.48E-06,100,
31.03125,0.000389934,1.07E-08,,4.72E-06,100,
31.046875,0.000800279,8.23E-09,,5.04E-06,100,
31.0625,0.000962522,8.68E-09,,5.43E-06,100,
31.078125,0.000993874,1.05E-08,,5.50E-06,100,
31.09375,0.000998258,1.11E-08,,5.39E-06,100,
31.109375,0.000998893,1.07E-08,,5.48E-06,100,
31.125,0.000998988,7.98E-09,,5.87E-06,100,
31.140625,0.000999,6.71E-09,,6.14E-06,100,
31.15625,0.000999001,1.11E-08,,6.44E-06,100,
31.171875,0.000999001,1.74E-08,,6.85E-06,100,
31.1875,0.000999001,7.89E-09,,6.91E-06,100,
31.203125,0.000999001,6.39E-09,,6.67E-06,100,
31.21875,0.000999001,1.37E-08,,6.46E-06,100,
31.234375,0.000999001,1.24E-08,,6.57E-06,100,
31.25,0.000999001,7.52E-09,,7.04E-06,100,
31.265625,0.000999001,8.15E-09,,7.62E-06,100,
31.28125,0.000999001,1.48E-08,,8.39E-06,100,
31.296875,0.000999001,9.66E-09,,9.09E-06,100,
31.3125,0.000999001,7.92E-09,,9.10E-06,100,
31.328125,0.000999001,1.25E-08,,8.85E-06,100,
31.34375,0.000999001,1.27E-08,,8.86E-06,100,
31.359375,0.000999001,7.62E-09,,8.89E-06,100,
31.375,0.000999001,7.44E-09,,8.61E-06,100,
31.390625,0.000999001,1.17E-08,,8.33E-06,100,
31.40625,0.000999001,1.73E-08,,8.10E-06,100,
31.421875,0.000999001,8.88E-09,,8.30E-06,100,
31.4375,0.000999001,6.07E-09,,8.74E-06,100,
31.453125,0.000999001,1.49E-08,,9.24E-06,100,
31.46875,0.000999001,1.35E-08,,1.00E-05,100,
31.484375,0.000999001,1.08E-08,,1.03E-05,100,
31.5,0.000999001,5.41E-09,,1.00E-05,100,
31.515625,0.000999001,1.22E-08,,9.79E-06,100,
31.53125,0.000999001,1.45E-08,,9.56E-06,100,
31.546875,0.000999001,1.45E-08,,9.35E-06,100,
31.5625,0.000999001,7.47E-09,,9.26E-06,100,
31.578125,0.000999001,8.41E-09,,9.13E-06,100,
31.59375,0.000999001,1.34E-08,,8.96E-06,100,
31.609375,0.000999001,1.52E-08,,8.95E-06,100,
31.625,0.000999001,7.37E-09,,8.64E-06,100,
31.640625,0.000999001,8.39E-09,,7.76E-06,100,
31.65625,0.000999001,1.18E-08,,6.76E-06,100,
31.671875,0.000999001,1.37E-08,,6.08E-06,100,
31.6875,0.000999001,1.10E-08,,5.56E-06,100,
31.703125,0.000999001,7.93E-09,,5.20E-06,100,
31.71875,0.000999001,7.91E-09,,4.89E-06,100,
31.734375,0.000999001,1.38E-08,,4.52E-06,100,
31.75,0.000999001,1.24E-08,,4.12E-06,100,
31.765625,0.000999001,7.28E-09,,3.59E-06,100,
31.78125,0.000999001,8.79E-09,,3.13E-06,100,
31.796875,0.000999001,1.64E-08,,3.07E-06,100,
31.8125,0.000999001,7.57E-09,,3.32E-06,100,
31.828125,0.000999001,9.97E-09,,3.79E-06,100,
31.84375,0.000999001,9.95E-09,,4.17E-06,100,
31.859375,0.000999001,1.08E-08,,4.39E-06,100,
31.875,0.000999001,7.37E-09,,4.43E-06,100,
31.890625,0.000999001,1.11E-08,,4.31E-06,100,
31.90625,0.000999001,1.18E-08,,4.17E-06,100,
31.921875,0.000999001,1.06E-08,,3.74E-06,100,
31.9375,0.000999001,7.42E-09,,3.27E-06,100,
31.953125,0.000999001,1.01E-08,,2.94E-06,100,
31.96875,0.000999001,1.38E-08,,2.99E-06,100,
31.984375,0.000999001,8.61E-09,,3.12E-06,100,
32,0.000999001,7.33E-09,,2.88E-06,100,
32.015625,0.000949268,9.59E-09,,2.62E-06,100,
32.03125,0.000610066,1.20E-08,,2.41E-06,100,
32.046875,0.000199721,1.07E-08,,2.22E-06,100,
32.0625,3.75E-05,1.03E-08,,2.15E-06,100,
32.078125,6.13E-06,6.61E-09,,2.24E-06,100,
32.09375,1.74E-06,1.28E-08,,2.40E-06,100,
32.109375,1.11E-06,1.24E-08,,2.62E-06,100,
32.125,1.01E-06,9.15E-09,,2.64E-06,100,
32.140625,1.00E-06,6.70E-09,,2.68E-06,100,
32.15625,9.99E-07,1.10E-08,,3.14E-06,100,
32.171875,9.99E-07,1.23E-08,,4.00E-06,100,
32.1875,9.99E-07,1.08E-08,,4.69E-06,100,
32.203125,9.99E-07,7.62E-09,,5.15E-06,100,
32.21875,9.99E-07,8.06E-09,,5.30E-06,100,
32.234375,9.99E-07,1.04E-08,,5.13E-06,100,
32.25,9.99E-07,1.23E-08,,4.70E-06,100,
32.265625,9.99E-07,7.23E-09,,4.23E-06,100,
32.28125,9.99E-07,7.08E-09,,3.99E-06,100,
32.296875,9.99E-07,1.02E-08,,4.14E-06,100,
32.3125,9.99E-07,1.35E-08,,4.18E-06,100,
32.328125,9.99E-07,9.03E-09,,3.79E-06,100,
32.34375,9.99E-07,6.03E-09,,3.39E-06,100,
32.359375,9.99E-07,9.89E-09,,3.10E-06,100,
32.375,9.99E-07,1.24E-08,,3.02E-06,100,
32.390625,9.99E-07,8.33E-09,,2.84E-06,100,
32.40625,9.99E-07,6.89E-09,,2.51E-06,100,
32.421875,9.99E-07,1.00E-08,,2.22E-06,100,
32.4375,9.99E-07,1.16E-08,,1.98E-06,100,
32.453125,9.99E-07,9.27E-09,,2.00E-06,100,
32.46875,9.99E-07,1.15E-08,,2.03E-06,100,
32.484375,9.99E-07,7.39E-09,,1.94E-06,100,
32.5,9.99E-07,8.18E-09,,1.80E-06,100,
32.515625,9.99E-07,1.46E-08,,1.62E-06,100,
32.53125,9.99E-07,9.54E-09,,1.46E-06,100,
32.546875,9.99E-07,5.23E-09,,1.19E-06,100,
32.5625,9.99E-07,1.26E-08,,1.04E-06,100,
32.578125,9.99E-07,1.37E-08,,1.11E-06,100,
32.59375,9.99E-07,7.37E-09,,1.32E-06,100,
32.609375,9.99E-07,1.01E-08,,1.46E-06,100,
32.625,9.99E-07,1.13E-08,,1.68E-06,100,
32.640625,9.99E-07,9.32E-09,,1.76E-06,100,
32.65625,9.99E-07,8.78E-09,,1.72E-06,100,
32.671875,9.99E-07,1.16E-08,,1.41E-06,100,
32.6875,9.99E-07,9.71E-09,,1.30E-06,100,
32.703125,9.99E-07,1.08E-08,,1.36E-06,100,
32.71875,9.99E-07,8.40E-09,,1.34E-06,100,
32.734375,9.99E-07,1.53E-08,,1.23E-06,100,
32.75,9.99E-07,1.25E-08,,1.10E-06,100,
32.765625,9.99E-07,4.75E-09,,1.11E-06,100,
32.78125,9.99E-07,1.41E-08,,1.21E-06,100,
32.796875,9.99E-07,1.58E-08,,1.33E-06,100,
32.8125,9.99E-07,7.26E-09,,1.58E-06,100,
32.828125,9.99E-07,8.50E-09,,1.92E-06,100,
32.84375,9.99E-07,1.21E-08,,2.18E-06,100,
32.859375,9.99E-07,1.45E-08,,2.22E-06,100,
32.875,9.99E-07,1.12E-08,,2.22E-06,100,
32.890625,9.99E-07,6.73E-09,,2.13E-06,100,
32.90625,9.99E-07,1.25E-08,,2.10E-06,100,
32.921875,9.99E-07,1.39E-08,,2.06E-06,100,
32.9375,9.99E-07,9.86E-09,,2.04E-06,100,
32.953125,9.99E-07,7.76E-09,,2.02E-06,100,
32.96875,9.99E-07,1.12E-08,,2.15E-06,100,
32.984375,9.99E-07,1.33E-08,,2.46E-06,100,
33,9.99E-07,1.13E-08,,2.70E-06,100,
33.015625,5.07E-05,8.87E-09,,2.80E-06,100,
33.03125,0.000389934,8.71E-09,,2.70E-06,100,
33.046875,0.000800279,1.23E-08,,2.68E-06,100,
33.0625,0.000962522,1.24E-08,,2.72E-06,100,
33.078125,0.000993874,6.50E-09,,2.89E-06,100,
33.09375,0.000998258,8.76E-09,,2.99E-06,100,
33.109375,0.000998893,1.42E-08,,3.18E-06,100,
33.125,0.000998988,1.12E-08,,3.66E-06,100,
33.140625,0.000999,7.20E-09,,4.34E-06,100,
33.15625,0.000999001,1.25E-08,,4.92E-06,100,
33.171875,0.000999001,1.19E-08,,5.24E-06,100,
33.1875,0.000999001,8.04E-09,,5.31E-06,100,
33.203125,0.000999001,9.64E-09,,5.37E-06,100,
33.21875,0.000999001,1.22E-08,,5.24E-06,100,
33.234375,0.000999001,8.90E-09,,5.25E-06,100,
33.25,0.000999001,8.00E-09,,5.42E-06,100,
33.265625,0.000999001,1.40E-08,,5.42E-06,100,
33.28125,0.000999001,1.18E-08,,5.31E-06,100,
33.296875,0.000999001,8.72E-09,,5.64E-06,100,
33.3125,0.000999001,9.77E-09,,6.22E-06,100,
33.328125,0.000999001,1.53E-08,,6.87E-06,100,
33.34375,0.000999001,9.80E-09,,7.17E-06,100,
33.359375,0.000999001,7.85E-09,,7.18E-06,100,
33.375,0.000999001,1.09E-08,,7.36E-06,100,
33.390625,0.000999001,1.17E-08,,7.42E-06,100,
33.40625,0.000999001,1.12E-08,,7.66E-06,100,
33.421875,0.000999001,9.72E-09,,7.88E-06,100,
33.4375,0.000999001,8.68E-09,,8.33E-06,100,
33.453125,0.000999001,1.52E-08,,8.89E-06,100,
